/EstablishmentCollection/EstablishmentDetail/BusinessName,/EstablishmentCollection/EstablishmentDetail/BusinessType,/EstablishmentCollection/EstablishmentDetail/BusinessTypeID,/EstablishmentCollection/EstablishmentDetail/FHRSID,/EstablishmentCollection/EstablishmentDetail/FHRSID/#agg,/EstablishmentCollection/EstablishmentDetail/Geocode/Latitude,/EstablishmentCollection/EstablishmentDetail/Geocode/Longitude,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityBusinessID,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityCode,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityEmailAddress,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityName,/EstablishmentCollection/EstablishmentDetail/NewRatingPending,/EstablishmentCollection/EstablishmentDetail/PostCode,/EstablishmentCollection/EstablishmentDetail/RatingKey,/EstablishmentCollection/EstablishmentDetail/RatingValue,/EstablishmentCollection/EstablishmentDetail/SchemeType,/EstablishmentCollection/EstablishmentDetail/Scores/ConfidenceInManagement,/EstablishmentCollection/EstablishmentDetail/Scores/Hygiene,/EstablishmentCollection/EstablishmentDetail/Scores/Structural,/Header/ExtractDate
ORIENTAL CODE LTD,Retailers - other,4613,1894469,1894469,,,AC092025-24207,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 4UB,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Oriental Express,Takeaway/sandwich shop,7844,1821765,1821765,53.411146,-2.255072,AC082024-17569,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 4ET,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Oriental House,Takeaway/sandwich shop,7844,1816232,1816232,53.385934,-2.270663,AC012025-20075,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 9GQ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Oriental Village,Takeaway/sandwich shop,7844,1817887,1817887,53.464385,-2.169264,AC-072024-006737,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 8LZ,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
Origamii ltd,Retailers - other,4613,1870732,1870732,,,AC072025-23301,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Original lahori taste,Restaurant/Cafe/Canteen,1,1831171,1831171,53.509281,-2.242679,AC042025-21783,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 9LE,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Ornella's Little Kitchen,Takeaway/sandwich shop,7844,1831234,1831234,53.4749097,-2.2279164,AC052025-22084,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 2PZ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Oro & Jade,Mobile caterer,7846,1906941,1906941,,,AC122025-25465,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Osborne News,Retailers - other,4613,1819270,1819270,53.491829,-2.222594,AC-072024-013807,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 7PZ,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Oscars Bar Canal Street Limited,Pub/bar/nightclub,7843,1818158,1818158,53.476807,-2.237431,AC-072024-007048,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 3WD,fhrs_5_en-GB,5,FHRS,0,5,0,27/01/2026
Oseyo,Retailers - other,4613,1820640,1820640,53.4730166,-2.2400742,AC-072024-015493,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 5QA,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Oseyo,Retailers - supermarkets/hypermarkets,7840,1821635,1821635,53.483154,-2.241377,AC072024-16680,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 2HU,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
O'Sheas,Pub/bar/nightclub,7843,1818823,1818823,53.475223,-2.238552,AC-072024-013237,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 6NF,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Osho's Takeaway & Convenience Store,Takeaway/sandwich shop,7844,1821222,1821222,53.4729783,-2.1611765,AC-072024-016181,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 1JT,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
OSMA at Exhibition,Restaurant/Cafe/Canteen,1,1820503,1820503,53.4775527,-2.2459457,AC-072024-015334,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 3NQ,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Osman's Authentic Desi Cuisine also T/as Gyro House Pizza & Grill,Takeaway/sandwich shop,7844,1785112,1785112,53.4445653,-2.191917,AC092024-17999,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 3AB,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Osman's Sweets,Mobile caterer,7846,1818306,1818306,,,AC-072024-007443,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Oswald Road Primary School,School/college/university,7845,1820194,1820194,53.4433372,-2.28109935,AC-072024-014947,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 9PL,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Our Lady's RC High School and Northridge High School,School/college/university,7845,1894568,1894568,,,AC102025-24606,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 0RP,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Our Ladys RC Primary School,School/college/university,7845,1817961,1817961,53.45292,-2.265472,AC-072024-006817,415,envhealth@manchester.gov.uk,Manchester,FALSE,M16 8AW,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Our Local,Retailers - other,4613,1816468,1816468,53.516831,-2.176139,AC-072024-005045,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 0DJ,fhrs_1_en-GB,1,FHRS,20,10,15,27/01/2026
Out of The Blue,Retailers - other,4613,1818872,1818872,53.442759,-2.278883,AC-072024-013314,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 9AS,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Out to Lunch Catering,Mobile caterer,7846,1816850,1816850,53.4953394,-2.2330549,AC-072024-005503,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8RQ,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Outcastz,Restaurant/Cafe/Canteen,1,1906851,1906851,53.5204107,-2.1672985,AC112025-25172,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 3LN,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Outdoor Provisions Limited,Distributors/Transporters,7,1818112,1818112,53.4862748,-2.2396964,AC-072024-006996,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 4AH,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Outside Bar,Pub/bar/nightclub,7843,1822070,1822070,53.4751184,-2.2276011,AC122024-19433,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 2PY,fhrs_5_en-GB,5,FHRS,0,5,0,27/01/2026
Oven Bottom,Restaurant/Cafe/Canteen,1,1817595,1817595,53.508969,-2.191969,AC-072024-006381,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 9DD,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
Over The Bridge,Retailers - other,4613,1817708,1817708,53.477306,-2.210719,AC-072024-006517,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6WF,fhrs_3_en-GB,3,FHRS,10,10,5,27/01/2026
Over the Rainbow,Retailers - other,4613,1820124,1820124,53.4826517,-2.2401582,AC-072024-014871,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 2HU,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Over The Rainbow Day Care,Hospitals/Childcare/Caring Premises,5,1817559,1817559,53.499625,-2.205509,AC-072024-006336,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 8WN,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Overdraught,Pub/bar/nightclub,7843,1820623,1820623,53.4440452,-2.1911469,AC-072024-015475,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 3PW,fhrs_4_en-GB,4,FHRS,5,5,10,27/01/2026
Owl Club,Hospitals/Childcare/Caring Premises,5,1819926,1819926,53.445275,-2.279215,AC-072024-014608,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 9PL,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Oxfam Didsbury,Retailers - other,4613,1816291,1816291,53.4155496,-2.2322578,AC022025-20375,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 2DR,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Oxfam Emporium,Retailers - other,4613,1816413,1816413,53.4819138,-2.2360555,AC032025-21150,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 1JQ,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Oxfam Whitworth Park,Retailers - other,4613,1831020,1831020,53.4628428,-2.2304226,AC032025-21180,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 9NS,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
P H Bakery,Takeaway/sandwich shop,7844,1820817,1820817,53.381534,-2.248055,AC-072024-015697,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 5DW,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
"Pablo Pizza also T/as Shamari's Kitchen, Eatsters and The Hunger Lab",Takeaway/sandwich shop,7844,1824769,1824769,53.4715947,-2.2173934,AC042025-21788,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6DA,fhrs_4_en-GB,4,FHRS,5,5,10,27/01/2026
PACD Lunch Ltd,Takeaway/sandwich shop,7844,1821525,1821525,53.5178983,-2.2294991,AC-072024-016544,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 5RB,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Paintpots Newall Green,Hospitals/Childcare/Caring Premises,5,1817796,1817796,53.384854,-2.286727,AC-072024-006627,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 2SY,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Paintpots Nursery Ltd,Hospitals/Childcare/Caring Premises,5,1819814,1819814,53.473982,-2.238816,AC-072024-014457,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 7BD,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Pak Halal Meat,Retailers - other,4613,1831309,1831309,53.507907,-2.2416,AC-072024-014547,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 9LR,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pak Watan Dried Fruits,Retailers - other,4613,1821015,1821015,53.4966811,-2.2453022,AC-072024-015941,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8AN,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
Pakistani community centre,Takeaway/sandwich shop,7844,1894674,1894674,53.458536,-2.202042,AC112025-25143,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 4NN,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Palace Theatre,Restaurant/Cafe/Canteen,1,1819365,1819365,53.475138,-2.240887,AC-072024-013922,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 6FT,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Palatable Pizza,Takeaway/sandwich shop,7844,1818128,1818128,53.374092,-2.268649,AC-072024-007016,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 1TE,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Palette Bakery,Takeaway/sandwich shop,7844,1818065,1818065,53.4715947,-2.2173934,AC-072024-006941,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6DA,fhrs_4_en-GB,4,FHRS,10,0,5,27/01/2026
Palms Coffee,Takeaway/sandwich shop,7844,1831150,1831150,,,AC042025-21704,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 0FS,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Palmyra,Retailers - other,4613,1820203,1820203,53.426622,-2.210183,AC-072024-014957,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 1NQ,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
Pamir Shilajit,Other catering premises,7841,1839320,1839320,,,AC052025-22197,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pan Handle,Mobile caterer,7846,1820153,1820153,53.49526,-2.232997,AC-072024-014903,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8RQ,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
PanAndPot,Takeaway/sandwich shop,7844,1821009,1821009,,,AC-072024-015933,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 7HF,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
PANC also T/as Yum Yum,Takeaway/sandwich shop,7844,1821073,1821073,53.438413,-2.280856,AC-072024-016009,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 9EQ,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Pancakes & Waffles,Mobile caterer,7846,1816609,1816609,,,AC-072024-005217,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Pancho's Burritos,Takeaway/sandwich shop,7844,1817827,1817827,53.483958,-2.239279,AC-072024-006662,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3AH,fhrs_4_en-GB,4,FHRS,5,10,5,27/01/2026
Panchos Burritos (Franchise) Ltd,Mobile caterer,7846,1818101,1818101,53.48422241,-2.202811003,AC-072024-006982,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 3FF,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
Panda Garden,Takeaway/sandwich shop,7844,1817627,1817627,53.410616,-2.2225134,AC-072024-006418,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 5WD,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Panda King,Takeaway/sandwich shop,7844,1819134,1819134,53.512934,-2.196344,AC-072024-013660,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 9JG,fhrs_1_en-GB,1,FHRS,20,10,15,27/01/2026
Panico's,Takeaway/sandwich shop,7844,1819301,1819301,53.441678,-2.276136,AC-072024-013846,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 8AD,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
PANINO 23,Takeaway/sandwich shop,7844,1848911,1848911,,,AC062025-22612,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 1PW,fhrs_5_en-GB,5,FHRS,0,5,0,27/01/2026
Pankakes,Restaurant/Cafe/Canteen,1,1820048,1820048,53.410816,-2.277575,AC-072024-014768,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 0BU,fhrs_2_en-GB,2,FHRS,10,10,15,27/01/2026
Panku Hulme,Takeaway/sandwich shop,7844,1819957,1819957,53.461032,-2.2461071,AC-072024-014648,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 5AS,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pan-n-Ice,Restaurant/Cafe/Canteen,1,1820083,1820083,53.483154,-2.241377,AC-072024-014822,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3AQ,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Papa John's Manchester Central,Takeaway/sandwich shop,7844,1820525,1820525,53.4771079,-2.243683,AC-072024-015359,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 5AZ,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Papa Johns Pizza Fallowfield,Takeaway/sandwich shop,7844,1820524,1820524,53.443495,-2.218938,AC-072024-015358,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 6LD,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
Papa's Cafe,Retailers - other,4613,1819805,1819805,53.494692,-2.251851,AC-072024-014440,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 9TY,fhrs_2_en-GB,2,FHRS,10,10,15,27/01/2026
PappaRoti,Restaurant/Cafe/Canteen,1,1817129,1817129,,,AC-072024-005838,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 1AE,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Paradise Mini Market,Retailers - other,4613,1817315,1817315,53.456059,-2.234152,AC-072024-006056,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 4LP,fhrs_4_en-GB,4,FHRS,10,0,5,27/01/2026
Paradise Sips also T/as Deserts,Other catering premises,7841,1892425,1892425,,,AC112025-25114,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Paradise Skate World,Restaurant/Cafe/Canteen,1,1818489,1818489,53.477375,-2.249849,AC-072024-007702,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 4EN,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Paradise Takeaway,Takeaway/sandwich shop,7844,1817070,1817070,53.455817,-2.19959,AC-072024-005766,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 0RQ,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Paratha Hut,Mobile caterer,7846,1817311,1817311,53.449573,-2.191957,AC-072024-006052,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 4QN,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Paratha Royale,Restaurant/Cafe/Canteen,1,1821853,1821853,53.510081,-2.2433179,AC092024-18219,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 9LJ,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Parish Church Of The Apostles,Other catering premises,7841,1819812,1819812,53.48581696,-2.215130091,AC-072024-014454,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 7FY,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Park Ices - DG11 0XW,Mobile caterer,7846,1820585,1820585,53.404691,-2.279491,AC-072024-015433,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 0AB,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Park Ices - Reg NC55 MPF,Mobile caterer,7846,1820583,1820583,,,AC-072024-015431,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Park Ices - Reg YA66 FPF,Mobile caterer,7846,1820584,1820584,53.4598837,-2.1606574,AC-072024-015432,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 7LJ,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Park Life Cafe - Lakeside,Restaurant/Cafe/Canteen,1,1820032,1820032,53.5347805,-2.2631451,AC-072024-014750,415,envhealth@manchester.gov.uk,Manchester,FALSE,M25 2SW,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Park Life Cafe - The Stables,Restaurant/Cafe/Canteen,1,1820034,1820034,53.53633499,-2.255323887,AC-072024-014752,415,envhealth@manchester.gov.uk,Manchester,FALSE,M25 2SW,fhrs_4_en-GB,4,FHRS,5,5,10,27/01/2026
Park View Community Primary School,School/college/university,7845,1817969,1817969,,,AC-072024-006827,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 7EJ,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Park View Rest Home,Hospitals/Childcare/Caring Premises,5,1819336,1819336,53.483794,-2.179453,AC-072024-013888,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 4WH,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Parkland Hotel,Hotel/bed & breakfast/guest house,7842,1819937,1819937,53.49535,-2.218421,AC-072024-014621,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 8LJ,fhrs_4_en-GB,4,FHRS,10,0,0,27/01/2026
Parkside Convenience Store,Retailers - other,4613,1820281,1820281,53.450711,-2.238324,AC-072024-015043,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 7HS,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Parkview Pub,Pub/bar/nightclub,7843,1820487,1820487,53.536893,-2.233784,AC-072024-015316,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 0QJ,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Parkway Cafe,Restaurant/Cafe/Canteen,1,1820813,1820813,,,AC-072024-015691,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 7HR,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Parkway Sandwich Bar,Restaurant/Cafe/Canteen,1,1906889,1906889,53.4383632,-2.2748498,AC122025-25312,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 8AG,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Parkway Sandwiches Bar,Distributors/Transporters,7,1816393,1816393,53.438462,-2.275152,AC032025-21018,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 8AG,fhrs_1_en-GB,1,FHRS,20,15,10,27/01/2026
Parlour Vapes,Restaurant/Cafe/Canteen,1,1819728,1819728,53.46981049,-2.26437211,AC-072024-014352,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 4EY,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Parmogeddon,Takeaway/sandwich shop,7844,1818587,1818587,53.4753565,-2.2242234,AC-072024-011653,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6HR,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Parmogeddon,Mobile caterer,7846,1818343,1818343,,,AC-072024-007504,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 1LY,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Parmogeddon also T/as Pop Up Parmogeddon,Restaurant/Cafe/Canteen,1,1821699,1821699,53.4871039,-2.2395847,AC072024-17105,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 4AH,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Parrs Wood High School,School/college/university,7845,1819297,1819297,53.407997,-2.220455,AC-072024-013841,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 5PG,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Parthian Climbing also T/as Parthian Cafe,Restaurant/Cafe/Canteen,1,1819458,1819458,,,AC-072024-014034,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 5ND,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Party Plug,Retailers - other,4613,1822099,1822099,53.46259716,-2.19887526,AC122024-19782,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 4RX,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Passion 'n 'Bake,Manufacturers/packers,7839,1816914,1816914,,,AC-072024-005574,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
PASTA CHRONICLES,Takeaway/sandwich shop,7844,1831101,1831101,53.4764066,-2.2193763,AC042025-21542,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6AE,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Pasta Evangelists,Takeaway/sandwich shop,7844,1820995,1820995,,,AC-072024-015915,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6AE,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Pasta Evangelists,Takeaway/sandwich shop,7844,1821772,1821772,53.3616398,-2.273257,AC082024-17612,415,envhealth@manchester.gov.uk,Manchester,FALSE,M90 1QX,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pasta Factory,Restaurant/Cafe/Canteen,1,1818617,1818617,53.4857855,-2.2372071,AC-072024-012971,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 4AN,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pasty Shop,Restaurant/Cafe/Canteen,1,1821287,1821287,53.478845,-2.234907,AC-072024-016265,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 2PA,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Patels Pies,Mobile caterer,7846,1821887,1821887,53.4680859,-2.217379,AC102024-18419,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 4AH,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Patel's Quality Save,Retailers - other,4613,1817743,1817743,53.421486,-2.216943,AC-072024-006566,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 6FJ,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Patisserie Francaise,Mobile caterer,7846,1818438,1818438,53.4495776,-2.1939122,AC-072024-007639,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 4GH,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pattersons,Takeaway/sandwich shop,7844,1906808,1906808,53.4751184,-2.2276011,AC092025-24223,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 2PZ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pattie Shack,Mobile caterer,7846,1821507,1821507,53.49095445,-2.23724735,AC-072024-016523,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 4EN,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Paul Smith Ltd,Retailers - other,4613,1894566,1894566,53.4834914,-2.2451333,AC102025-24596,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 1AD,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Paula's Cakes & Bakes,Other catering premises,7841,1817273,1817273,,,AC-072024-006007,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Paula's Caribbean kitchen,Distributors/Transporters,7,1870811,1870811,53.3840309,-2.2651176,AC082025-23681,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 9PU,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Pausa,Restaurant/Cafe/Canteen,1,1831216,1831216,,,AC052025-22031,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8EP,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Pavilion Café,Restaurant/Cafe/Canteen,1,1816912,1816912,53.415218,-2.2296405,AC-072024-005572,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 6WH,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
payal,Other catering premises,7841,1849356,1849356,53.4753565,-2.2242234,AC062025-22676,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6HR,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Payal and Zayyan,Restaurant/Cafe/Canteen,1,1821928,1821928,53.4715039,-2.2414668,AC102024-18572,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 5GD,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
PAYLESS MINIMARKET STORE LTD,Retailers - other,4613,1894505,1894505,53.4607611,-2.1812516,AC092025-24346,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 7BG,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
